user_id,symbol,side,qty,price,fee,timestamp
user_037,MSFT,SELL,2.4631,294.8017,0.7261,2025-06-29
user_053,AAPL,BUY,3.5136,290.9938,1.0224,2025-03-01
user_160,GBPUSD,SELL,2.3525,260.3246,0.6124,2025-06-24
user_136,BTCUSD,SELL,2.8689,55.4118,0.159,2025-03-13
user_025,AAPL,SELL,6.3804,202.2497,1.2904,2025-05-09
user_020,GBPUSD,SELL,4.3042,173.6257,0.7473,2025-08-04
user_090,BTCUSD,BUY,6.3651,87.5938,0.5575,2025-04-11
user_010,MSFT,BUY,2.7249,100.4854,0.2738,2025-06-03
user_083,EURUSD,SELL,5.7108,130.5037,0.7453,2025-05-24
user_113,GBPUSD,BUY,1.5273,38.8769,0.0594,2025-05-27
user_021,ETHUSD,SELL,4.1739,185.1329,0.7727,2025-07-16
user_130,AAPL,SELL,5.9486,50.537,0.3006,2025-08-01
user_023,AAPL,SELL,1.4964,146.9363,0.2199,2025-08-05
user_057,ETHUSD,SELL,2.7426,104.2983,0.286,2025-05-23
user_188,AAPL,SELL,4.1722,44.6523,0.1863,2025-06-17
user_178,MSFT,BUY,7.417,80.119,0.5942,2025-06-15
user_160,ETHUSD,SELL,2.8687,206.0433,0.5911,2025-06-20
user_045,ETHUSD,BUY,5.5727,144.115,0.8031,2025-04-07
user_199,AAPL,SELL,9.6306,126.4931,1.2182,2025-03-09
user_024,GBPUSD,SELL,5.733,250.0327,1.4334,2025-05-30
user_072,EURUSD,SELL,3.5901,289.6829,1.04,2025-05-08
user_174,MSFT,BUY,5.0667,281.8104,1.4278,2025-05-17
user_165,MSFT,SELL,2.8225,58.4638,0.165,2025-07-15
user_074,MSFT,BUY,4.2715,174.4696,0.7452,2025-08-19
user_177,EURUSD,SELL,3.6936,253.3395,0.9357,2025-08-03
user_158,EURUSD,SELL,4.9657,64.4801,0.3202,2025-03-12
user_076,AAPL,BUY,3.1673,53.2785,0.1687,2025-05-04
user_122,GBPUSD,SELL,5.138,201.2332,1.0339,2025-03-17
user_120,MSFT,BUY,3.15,159.3043,0.5018,2025-05-20
user_006,ETHUSD,BUY,6.8392,120.7713,0.826,2025-06-10
user_059,MSFT,BUY,3.3347,245.8968,0.82,2025-04-25
user_147,TSLA,BUY,1.1938,141.4905,0.1689,2025-08-06
user_036,BTCUSD,SELL,2.2148,93.9065,0.208,2025-03-09
user_006,EURUSD,BUY,4.1003,73.5027,0.3014,2025-06-16
user_039,GBPUSD,SELL,11.088,270.3745,2.9979,2025-04-03
user_102,EURUSD,SELL,6.6702,272.4093,1.817,2025-03-10
user_187,EURUSD,BUY,1.0761,189.1502,0.2035,2025-04-18
user_147,EURUSD,SELL,1.67,46.0853,0.077,2025-04-05
user_131,TSLA,SELL,8.0547,239.2374,1.927,2025-07-22
user_175,AAPL,SELL,5.9279,268.6983,1.5928,2025-04-27
user_181,ETHUSD,BUY,15.8381,237.6362,3.7637,2025-03-23
user_150,MSFT,SELL,3.0783,78.3043,0.241,2025-07-16
user_164,TSLA,BUY,2.4354,224.4642,0.5467,2025-05-01
user_128,XAUUSD,SELL,4.2331,229.9253,0.9733,2025-07-22
user_145,AAPL,SELL,3.0447,263.6459,0.8027,2025-08-09
user_012,AAPL,BUY,7.5574,37.6364,0.2844,2025-05-20
user_100,AAPL,SELL,2.9862,254.7034,0.7606,2025-07-10
user_065,MSFT,BUY,3.449,240.2021,0.8285,2025-03-25
user_023,EURUSD,SELL,2.2541,49.2256,0.111,2025-06-07
user_089,EURUSD,BUY,6.3865,217.4108,1.3885,2025-07-07
user_027,ETHUSD,SELL,2.3319,194.1386,0.4527,2025-07-27
user_018,BTCUSD,SELL,5.1969,79.2807,0.412,2025-07-13
user_157,TSLA,BUY,12.5044,106.9803,1.3377,2025-04-29
user_006,BTCUSD,BUY,1.3948,141.2917,0.1971,2025-06-04
user_173,MSFT,SELL,9.9505,284.4486,2.8304,2025-05-14
user_077,XAUUSD,BUY,4.797,154.2372,0.7399,2025-07-04
user_102,AAPL,SELL,2.0641,185.379,0.3826,2025-04-03
user_058,EURUSD,SELL,4.3303,210.512,0.9116,2025-05-25
user_051,GBPUSD,SELL,6.268,277.1373,1.7371,2025-07-12
user_189,ETHUSD,SELL,2.5237,175.0051,0.4417,2025-08-10
user_066,ETHUSD,SELL,5.381,183.9809,0.99,2025-08-01
user_168,AAPL,SELL,10.5477,280.6383,2.9601,2025-08-16
user_119,EURUSD,SELL,2.984,278.0427,0.8297,2025-08-04
user_166,EURUSD,SELL,2.2395,295.5282,0.6618,2025-08-07
user_169,GBPUSD,SELL,3.7604,252.4749,0.9494,2025-07-08
user_190,GBPUSD,SELL,4.1931,179.4263,0.7524,2025-03-04
user_140,ETHUSD,SELL,7.8187,122.7058,0.9594,2025-03-20
user_052,TSLA,BUY,3.6884,241.8418,0.892,2025-05-26
user_024,ETHUSD,SELL,3.1389,6.3664,0.02,2025-05-20
user_161,AAPL,SELL,2.2094,163.5317,0.3613,2025-04-26
user_074,EURUSD,BUY,1.5024,276.3574,0.4152,2025-02-26
user_150,EURUSD,BUY,1.8702,222.5629,0.4162,2025-08-01
user_154,BTCUSD,SELL,1.8644,138.4043,0.258,2025-07-23
user_104,BTCUSD,SELL,3.4703,46.5528,0.1616,2025-07-21
user_197,GBPUSD,SELL,1.6456,57.0342,0.0939,2025-04-15
user_086,EURUSD,SELL,0.804,274.8795,0.221,2025-07-01
user_153,EURUSD,SELL,3.9252,111.9062,0.4393,2025-08-22
user_089,ETHUSD,BUY,12.2972,8.8629,0.109,2025-07-31
user_088,EURUSD,SELL,7.972,200.7435,1.6003,2025-06-14
user_078,AAPL,SELL,3.451,30.1782,0.1041,2025-07-20
user_131,ETHUSD,SELL,2.0877,299.0779,0.6244,2025-06-20
user_155,GBPUSD,BUY,18.992,24.7876,0.4708,2025-05-08
user_143,AAPL,SELL,4.2019,226.2383,0.9506,2025-07-05
user_118,BTCUSD,BUY,4.567,65.5162,0.2992,2025-06-28
user_053,MSFT,BUY,3.7187,61.2529,0.2278,2025-04-24
user_104,EURUSD,SELL,3.9763,171.6281,0.6824,2025-08-01
user_006,EURUSD,SELL,2.9269,24.384,0.0714,2025-04-11
user_032,BTCUSD,SELL,3.4799,159.6951,0.5557,2025-07-25
user_037,XAUUSD,SELL,9.9981,135.025,1.35,2025-06-04
user_138,TSLA,SELL,8.5647,50.7959,0.4351,2025-08-09
user_106,MSFT,SELL,1.1688,58.6688,0.0686,2025-06-06
user_147,BTCUSD,BUY,1.7428,194.9799,0.3398,2025-07-20
user_043,BTCUSD,BUY,2.5429,125.5766,0.3193,2025-03-18
user_124,ETHUSD,BUY,7.1093,12.9933,0.0924,2025-05-05
user_114,BTCUSD,BUY,8.6966,70.4818,0.613,2025-07-25
user_092,TSLA,BUY,6.2526,10.8146,0.0676,2025-08-13
user_016,BTCUSD,BUY,2.0597,35.712,0.0736,2025-05-13
user_069,BTCUSD,SELL,2.9603,197.5601,0.5848,2025-05-22
user_007,AAPL,BUY,5.4392,75.2639,0.4094,2025-03-21
user_114,ETHUSD,SELL,3.5107,218.0687,0.7656,2025-06-08
user_142,GBPUSD,BUY,3.2385,257.4305,0.8337,2025-03-10
user_128,AAPL,BUY,3.2655,202.0851,0.6599,2025-03-07
user_029,AAPL,SELL,8.1303,65.4704,0.5323,2025-03-17
user_043,XAUUSD,SELL,5.7884,8.8356,0.0511,2025-05-26
user_049,TSLA,SELL,3.3678,30.225,0.1018,2025-07-02
user_097,TSLA,BUY,4.9317,129.3202,0.6378,2025-07-26
user_102,XAUUSD,SELL,1.9143,268.3382,0.5137,2025-04-22
user_051,XAUUSD,BUY,2.9635,81.5299,0.2416,2025-02-26
user_192,XAUUSD,SELL,7.6096,117.0093,0.8904,2025-04-02
user_177,GBPUSD,BUY,1.5936,189.1239,0.3014,2025-06-20
user_076,BTCUSD,BUY,5.8334,125.7764,0.7337,2025-03-04
user_094,TSLA,SELL,1.1628,91.8674,0.1068,2025-07-03
user_076,TSLA,BUY,11.222,284.7937,3.196,2025-03-10
user_141,XAUUSD,SELL,2.9243,261.1981,0.7638,2025-08-01
user_009,TSLA,BUY,5.1525,148.7922,0.7667,2025-03-17
user_002,XAUUSD,BUY,4.3429,130.438,0.5665,2025-08-18
user_156,GBPUSD,SELL,4.4379,11.6284,0.0516,2025-03-01
user_123,GBPUSD,BUY,4.8777,191.8761,0.9359,2025-08-13
user_033,BTCUSD,BUY,1.4534,81.0769,0.1178,2025-05-03
user_167,ETHUSD,SELL,4.493,295.3986,1.3272,2025-04-01
user_186,AAPL,SELL,3.6314,160.0786,0.5813,2025-08-02
user_189,TSLA,SELL,2.9333,10.4252,0.0306,2025-05-18
user_072,ETHUSD,BUY,2.5422,274.7181,0.6984,2025-03-31
user_166,MSFT,SELL,4.5608,85.8463,0.3915,2025-05-16
user_055,ETHUSD,BUY,2.2546,168.4825,0.3799,2025-04-17
user_174,BTCUSD,BUY,7.5195,65.8943,0.4955,2025-03-27
user_133,TSLA,SELL,5.3847,8.2438,0.0444,2025-02-28
user_023,GBPUSD,BUY,4.7285,182.1525,0.8613,2025-06-06
user_075,AAPL,SELL,7.3127,201.1858,1.4712,2025-05-13
user_187,ETHUSD,SELL,1.3438,158.0807,0.2124,2025-05-03
user_054,AAPL,SELL,1.8818,18.855,0.0355,2025-02-27
user_177,GBPUSD,BUY,5.5323,29.4256,0.1628,2025-07-17
user_054,AAPL,SELL,2.6236,182.9299,0.4799,2025-05-23
user_195,TSLA,BUY,2.8097,90.1647,0.2533,2025-07-14
user_181,EURUSD,SELL,1.7437,109.9235,0.1917,2025-08-03
user_069,TSLA,BUY,2.258,172.0894,0.3886,2025-06-15
user_198,TSLA,SELL,7.6307,145.4349,1.1098,2025-05-08
user_086,ETHUSD,SELL,5.452,221.1088,1.2055,2025-05-20
user_143,TSLA,BUY,4.5308,68.4074,0.3099,2025-03-02
user_092,ETHUSD,SELL,2.8709,151.428,0.4347,2025-08-15
user_045,MSFT,BUY,4.3632,181.0686,0.79,2025-03-22
user_003,BTCUSD,SELL,8.0814,36.4465,0.2945,2025-05-07
user_132,AAPL,BUY,2.6594,27.1656,0.0722,2025-04-13
user_134,MSFT,BUY,3.971,208.0787,0.8263,2025-03-20
user_124,BTCUSD,SELL,11.7339,133.2741,1.5638,2025-04-11
user_069,BTCUSD,SELL,6.2006,240.8277,1.4933,2025-03-21
user_194,BTCUSD,BUY,2.8937,209.9355,0.6075,2025-08-24
user_157,EURUSD,BUY,5.889,111.4873,0.6565,2025-05-26
user_135,MSFT,BUY,1.5807,32.0167,0.0506,2025-06-30
user_037,EURUSD,SELL,3.8781,59.6142,0.2312,2025-04-09
user_059,ETHUSD,SELL,5.885,164.8608,0.9702,2025-03-19
user_165,GBPUSD,BUY,5.0943,242.9355,1.2376,2025-03-07
user_054,ETHUSD,SELL,5.8495,199.3411,1.166,2025-07-14
user_060,EURUSD,BUY,6.6883,78.6521,0.526,2025-07-20
user_083,XAUUSD,BUY,5.3415,149.3804,0.7979,2025-05-17
user_084,EURUSD,BUY,5.2476,58.2697,0.3058,2025-05-22
user_075,XAUUSD,BUY,4.5934,172.5438,0.7926,2025-08-08
user_086,AAPL,BUY,2.1199,277.6969,0.5887,2025-04-20
user_060,BTCUSD,BUY,7.6285,291.4622,2.2234,2025-04-23
user_105,BTCUSD,BUY,3.9601,259.3026,1.0269,2025-06-04
user_076,EURUSD,SELL,6.1037,254.1421,1.5512,2025-06-12
user_013,TSLA,BUY,7.1204,15.9173,0.1133,2025-04-29
user_056,BTCUSD,BUY,2.9754,180.8996,0.5382,2025-05-15
user_099,XAUUSD,BUY,3.1246,27.7012,0.0866,2025-06-25
user_042,EURUSD,BUY,3.3686,210.4052,0.7088,2025-08-14
user_165,AAPL,BUY,8.6146,24.2801,0.2092,2025-03-17
user_172,MSFT,BUY,2.3708,98.0106,0.2324,2025-07-15
user_062,ETHUSD,SELL,9.6619,99.032,0.9568,2025-04-21
user_054,GBPUSD,BUY,4.5628,189.638,0.8653,2025-04-24
user_121,XAUUSD,SELL,4.7599,73.723,0.3509,2025-07-04
user_183,XAUUSD,SELL,6.9156,12.1982,0.0844,2025-06-09
user_196,TSLA,BUY,4.2604,282.025,1.2015,2025-08-07
user_065,BTCUSD,SELL,7.6851,240.6411,1.8494,2025-02-27
user_185,EURUSD,BUY,2.9732,146.5633,0.4358,2025-03-04
user_191,BTCUSD,SELL,9.4462,190.1141,1.7959,2025-07-09
user_149,XAUUSD,BUY,3.104,129.3003,0.4013,2025-03-19
user_018,AAPL,BUY,9.6991,222.5868,2.1589,2025-08-20
user_031,AAPL,BUY,3.1515,109.6135,0.3454,2025-06-25
user_135,BTCUSD,BUY,3.4244,89.7355,0.3073,2025-03-28
user_092,ETHUSD,BUY,2.22,17.4175,0.0387,2025-06-30
user_019,TSLA,BUY,2.5582,10.2728,0.0263,2025-07-29
user_098,AAPL,BUY,3.9717,118.3764,0.4702,2025-07-13
user_106,GBPUSD,BUY,4.6671,205.4959,0.9591,2025-04-16
user_014,EURUSD,SELL,7.3199,283.6959,2.0766,2025-08-17
user_182,TSLA,BUY,3.5666,142.8834,0.5096,2025-05-26
user_066,EURUSD,SELL,2.0676,297.3947,0.6149,2025-08-23
user_171,AAPL,BUY,5.101,73.3432,0.3741,2025-08-02
user_102,TSLA,SELL,4.4811,184.2824,0.8258,2025-04-16
user_066,BTCUSD,SELL,5.4492,156.2431,0.8514,2025-08-08
user_090,XAUUSD,SELL,2.7659,70.0434,0.1937,2025-05-31
user_150,BTCUSD,BUY,2.9488,59.9993,0.1769,2025-05-08
user_006,GBPUSD,BUY,2.7665,22.0636,0.061,2025-07-30
user_199,ETHUSD,SELL,8.2764,290.8853,2.4075,2025-05-01
user_002,GBPUSD,SELL,9.5096,210.3261,2.0001,2025-07-22
user_014,MSFT,SELL,2.8793,50.3993,0.1451,2025-08-06
user_010,GBPUSD,SELL,2.9115,71.0262,0.2068,2025-06-09
user_033,GBPUSD,BUY,5.9284,163.4075,0.9687,2025-06-08
user_161,EURUSD,BUY,10.2626,31.9886,0.3283,2025-08-08
user_087,BTCUSD,SELL,11.9118,263.851,3.1429,2025-03-24
user_017,ETHUSD,BUY,2.8076,267.1807,0.7501,2025-06-27
user_089,TSLA,BUY,3.2136,286.9172,0.922,2025-03-04
user_129,MSFT,BUY,4.814,198.2964,0.9546,2025-06-19
user_181,ETHUSD,BUY,4.9564,167.5029,0.8302,2025-04-11
user_192,EURUSD,SELL,3.6467,114.9431,0.4192,2025-08-13
user_048,EURUSD,BUY,2.5119,81.6274,0.205,2025-03-22
user_154,TSLA,BUY,3.9754,28.9086,0.1149,2025-03-14
user_126,TSLA,BUY,11.9023,69.954,0.8326,2025-06-30
user_040,EURUSD,BUY,2.9726,256.106,0.7613,2025-06-06
user_159,ETHUSD,SELL,4.638,151.0682,0.7007,2025-08-11
user_052,GBPUSD,SELL,18.4702,248.2809,4.5858,2025-04-14
user_132,GBPUSD,BUY,2.949,107.6037,0.3173,2025-07-09
user_199,EURUSD,SELL,6.1052,83.7733,0.5115,2025-07-13
user_125,AAPL,SELL,12.2806,264.1958,3.2445,2025-03-05
user_194,BTCUSD,SELL,5.7799,255.9216,1.4792,2025-05-31
user_012,ETHUSD,SELL,7.887,260.8518,2.0573,2025-04-22
user_058,TSLA,BUY,6.6345,210.7541,1.3982,2025-03-09
user_050,EURUSD,SELL,5.4979,205.6415,1.1306,2025-08-14
user_178,TSLA,BUY,9.2933,51.7885,0.4813,2025-08-20
user_063,ETHUSD,BUY,5.9848,264.8569,1.5851,2025-07-27
user_169,XAUUSD,BUY,3.6683,103.8601,0.381,2025-04-14
user_030,BTCUSD,BUY,4.4284,224.3349,0.9934,2025-05-22
user_062,ETHUSD,BUY,5.0592,250.4796,1.2672,2025-08-15
user_072,AAPL,SELL,3.2027,154.703,0.4955,2025-05-14
user_013,ETHUSD,SELL,4.5479,191.385,0.8704,2025-04-17
user_200,AAPL,SELL,4.1698,81.6421,0.3404,2025-07-23
user_123,ETHUSD,SELL,5.9732,235.0544,1.404,2025-05-17
user_093,AAPL,SELL,14.8493,36.5593,0.5429,2025-05-29
user_143,EURUSD,SELL,4.7097,289.0826,1.3615,2025-02-26
user_036,EURUSD,BUY,10.4486,105.8523,1.106,2025-03-16
user_158,EURUSD,SELL,5.84,35.2404,0.2058,2025-06-21
user_155,EURUSD,BUY,4.5356,281.4824,1.2767,2025-07-22
user_126,ETHUSD,BUY,3.1023,93.7843,0.2909,2025-08-06
user_033,BTCUSD,BUY,4.556,213.9108,0.9746,2025-06-06
user_134,ETHUSD,BUY,4.392,107.0355,0.4701,2025-08-02
user_146,BTCUSD,SELL,2.6643,188.1701,0.5013,2025-04-01
user_030,AAPL,BUY,2.8998,228.6876,0.6631,2025-04-21
user_059,TSLA,SELL,5.0852,12.2531,0.0623,2025-05-01
user_143,EURUSD,SELL,10.3741,206.5721,2.143,2025-07-16
user_106,BTCUSD,SELL,3.8983,136.5413,0.5323,2025-05-03
user_033,ETHUSD,SELL,1.701,53.269,0.0906,2025-05-24
user_137,XAUUSD,BUY,1.0841,239.4688,0.2596,2025-05-12
user_077,MSFT,BUY,2.1974,29.3024,0.0644,2025-03-27
user_143,ETHUSD,SELL,6.2029,205.7473,1.2762,2025-06-11
user_023,AAPL,BUY,1.881,285.5048,0.537,2025-03-29
user_193,GBPUSD,SELL,6.8447,49.5621,0.3392,2025-04-21
user_011,EURUSD,SELL,5.9902,128.8196,0.7717,2025-08-03
user_075,TSLA,BUY,3.8209,193.3652,0.7388,2025-04-24
user_121,ETHUSD,BUY,1.6237,295.2734,0.4794,2025-06-01
user_026,EURUSD,SELL,2.6774,125.7535,0.3367,2025-05-11
user_143,EURUSD,SELL,3.5087,67.8659,0.2381,2025-07-20
user_020,GBPUSD,SELL,5.009,14.1846,0.0711,2025-03-28
user_021,MSFT,SELL,1.9138,259.9857,0.4976,2025-08-01
user_073,BTCUSD,BUY,9.6433,144.5969,1.3944,2025-03-22
user_177,TSLA,BUY,4.981,232.4219,1.1577,2025-05-21
user_183,MSFT,SELL,5.3337,254.2111,1.3559,2025-05-03
user_018,BTCUSD,BUY,5.9634,43.7172,0.2607,2025-05-17
user_133,TSLA,BUY,9.0024,14.5952,0.1314,2025-06-12
user_133,XAUUSD,BUY,4.5627,239.9785,1.0949,2025-06-22
user_106,TSLA,BUY,6.2053,147.0491,0.9125,2025-07-23
user_070,MSFT,SELL,2.7025,64.1548,0.1734,2025-06-03
user_198,BTCUSD,BUY,11.948,150.0204,1.7924,2025-05-16
user_150,XAUUSD,SELL,4.3792,84.3531,0.3694,2025-06-07
user_124,TSLA,SELL,2.6949,240.2799,0.6475,2025-06-15
user_137,GBPUSD,BUY,3.1028,8.4281,0.0262,2025-07-06
user_044,ETHUSD,BUY,1.3051,26.3718,0.0344,2025-06-19
user_121,GBPUSD,SELL,3.0914,182.0061,0.5627,2025-08-05
user_033,BTCUSD,BUY,0.9471,91.0405,0.0862,2025-03-15
user_023,ETHUSD,BUY,6.4979,235.056,1.5274,2025-04-12
user_060,BTCUSD,SELL,5.2345,16.6876,0.0874,2025-05-27
user_174,BTCUSD,BUY,2.2701,76.4033,0.1734,2025-06-05
user_074,ETHUSD,SELL,3.9408,296.0655,1.1667,2025-03-22
user_125,BTCUSD,SELL,4.0464,187.3559,0.7581,2025-06-17
user_172,ETHUSD,SELL,2.0238,212.2272,0.4295,2025-06-22
user_017,ETHUSD,SELL,3.5517,101.3061,0.3598,2025-06-08
user_035,BTCUSD,BUY,4.1211,157.7249,0.65,2025-06-12
user_092,GBPUSD,SELL,3.4963,14.7949,0.0517,2025-05-14
user_146,AAPL,BUY,2.6934,28.1807,0.0759,2025-04-06
user_051,MSFT,SELL,2.2234,172.4246,0.3834,2025-06-28
user_014,GBPUSD,SELL,3.4258,208.3922,0.7139,2025-07-30
user_092,BTCUSD,BUY,2.8786,54.4074,0.1566,2025-03-14
user_168,AAPL,SELL,5.7176,35.8475,0.205,2025-05-07
user_038,BTCUSD,BUY,9.3897,14.3179,0.1344,2025-03-07
user_174,EURUSD,SELL,7.0624,281.1826,1.9858,2025-08-12
user_081,GBPUSD,BUY,4.2029,214.1729,0.9001,2025-08-18
user_128,MSFT,SELL,2.7507,261.9359,0.7205,2025-08-17
user_044,EURUSD,BUY,6.9387,105.1378,0.7295,2025-05-29
user_105,GBPUSD,BUY,5.9364,245.3734,1.4566,2025-03-02
user_015,XAUUSD,SELL,8.9391,138.4339,1.2375,2025-07-14
user_192,TSLA,SELL,4.5656,194.8554,0.8896,2025-05-23
